"","question","answer","notion"
"280","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"281","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"282","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"283","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"284","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"285","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"286","NQ3. I think there is too much inconsistency in this notation.","Strongly Agree","negative"
"287","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"288","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"289","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"290","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"291","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"292","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"293","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"294","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"295","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"296","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"297","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"298","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"299","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"300","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"301","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"302","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"303","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"304","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"305","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"306","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"307","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"308","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"309","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"310","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"311","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"312","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"313","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"314","NQ3. I think there is too much inconsistency in this notation.","Agree","negative"
"315","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"316","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"317","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"318","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"319","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"320","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"321","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"322","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"323","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"324","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"325","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"326","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"327","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"328","NQ3. I think there is too much inconsistency in this notation.","Neutral","negative"
"329","NQ3. I think there is too much inconsistency in this notation.","Strongly Disagree","negative"
"330","NQ3. I think there is too much inconsistency in this notation.","Disagree","negative"
"331","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"332","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"333","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"334","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"335","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"336","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"337","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"338","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"339","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"340","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"341","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"342","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"343","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"344","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"345","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"346","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"347","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"348","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"349","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"350","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"351","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"352","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"353","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"354","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"355","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"356","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"357","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"358","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"359","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"360","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"361","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"362","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"363","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"364","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"365","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"366","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"367","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"368","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"369","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"370","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"371","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"372","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"373","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"374","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"375","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"376","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"377","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"378","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"379","PQ4. I would imagine that most people would learn to use this notation very quickly.","Neutral","positive"
"380","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"381","PQ4. I would imagine that most people would learn to use this notation very quickly.","Strongly Disagree","positive"
"382","PQ4. I would imagine that most people would learn to use this notation very quickly.","Agree","positive"
"383","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"384","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"385","PQ4. I would imagine that most people would learn to use this notation very quickly.","Disagree","positive"
"386","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"387","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"388","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"389","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"390","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"391","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"392","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"393","NQ4. I would find the notation very cumbersome to use.","Strongly Disagree","negative"
"394","NQ4. I would find the notation very cumbersome to use.","Strongly Disagree","negative"
"395","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"396","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"397","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"398","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"399","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"400","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"401","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"402","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"403","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"404","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"405","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"406","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"407","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"408","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"409","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"410","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"411","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"412","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"413","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"414","NQ4. I would find the notation very cumbersome to use.","Strongly Disagree","negative"
"415","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"416","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"417","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"418","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"419","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"420","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"421","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"422","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"423","NQ4. I would find the notation very cumbersome to use.","Strongly Agree","negative"
"424","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"425","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"426","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"427","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"428","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"429","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"430","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"431","NQ4. I would find the notation very cumbersome to use.","Strongly Disagree","negative"
"432","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"433","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"434","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"435","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"436","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"437","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"438","NQ4. I would find the notation very cumbersome to use.","Disagree","negative"
"439","NQ4. I would find the notation very cumbersome to use.","Neutral","negative"
"440","NQ4. I would find the notation very cumbersome to use.","Agree","negative"
"441","PQ5. I would feel very confident using the notation.","Disagree","positive"
"442","PQ5. I would feel very confident using the notation.","Disagree","positive"
"443","PQ5. I would feel very confident using the notation.","Disagree","positive"
"444","PQ5. I would feel very confident using the notation.","Neutral","positive"
"445","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"446","PQ5. I would feel very confident using the notation.","Strongly Disagree","positive"
"447","PQ5. I would feel very confident using the notation.","Agree","positive"
"448","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"449","PQ5. I would feel very confident using the notation.","Disagree","positive"
"450","PQ5. I would feel very confident using the notation.","Disagree","positive"
"451","PQ5. I would feel very confident using the notation.","Strongly Disagree","positive"
"452","PQ5. I would feel very confident using the notation.","Neutral","positive"
"453","PQ5. I would feel very confident using the notation.","Agree","positive"
"454","PQ5. I would feel very confident using the notation.","Neutral","positive"
"455","PQ5. I would feel very confident using the notation.","Agree","positive"
"456","PQ5. I would feel very confident using the notation.","Neutral","positive"
"457","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"458","PQ5. I would feel very confident using the notation.","Disagree","positive"
"459","PQ5. I would feel very confident using the notation.","Agree","positive"
"460","PQ5. I would feel very confident using the notation.","Disagree","positive"
"461","PQ5. I would feel very confident using the notation.","Disagree","positive"
"462","PQ5. I would feel very confident using the notation.","Agree","positive"
"463","PQ5. I would feel very confident using the notation.","Neutral","positive"
"464","PQ5. I would feel very confident using the notation.","Neutral","positive"
"465","PQ5. I would feel very confident using the notation.","Agree","positive"
"466","PQ5. I would feel very confident using the notation.","Neutral","positive"
"467","PQ5. I would feel very confident using the notation.","Strongly Disagree","positive"
"468","PQ5. I would feel very confident using the notation.","Disagree","positive"
"469","PQ5. I would feel very confident using the notation.","Agree","positive"
"470","PQ5. I would feel very confident using the notation.","Agree","positive"
"471","PQ5. I would feel very confident using the notation.","Neutral","positive"
"472","PQ5. I would feel very confident using the notation.","Disagree","positive"
"473","PQ5. I would feel very confident using the notation.","Disagree","positive"
"474","PQ5. I would feel very confident using the notation.","Neutral","positive"
"475","PQ5. I would feel very confident using the notation.","Strongly Disagree","positive"
"476","PQ5. I would feel very confident using the notation.","Neutral","positive"
"477","PQ5. I would feel very confident using the notation.","Disagree","positive"
"478","PQ5. I would feel very confident using the notation.","Disagree","positive"
"479","PQ5. I would feel very confident using the notation.","Strongly Disagree","positive"
"480","PQ5. I would feel very confident using the notation.","Disagree","positive"
"481","PQ5. I would feel very confident using the notation.","Neutral","positive"
"482","PQ5. I would feel very confident using the notation.","Disagree","positive"
"483","PQ5. I would feel very confident using the notation.","Neutral","positive"
"484","PQ5. I would feel very confident using the notation.","Agree","positive"
"485","PQ5. I would feel very confident using the notation.","Neutral","positive"
"486","PQ5. I would feel very confident using the notation.","Disagree","positive"
"487","PQ5. I would feel very confident using the notation.","Disagree","positive"
"488","PQ5. I would feel very confident using the notation.","Neutral","positive"
"489","PQ5. I would feel very confident using the notation.","Agree","positive"
"490","PQ5. I would feel very confident using the notation.","Neutral","positive"
"491","PQ5. I would feel very confident using the notation.","Neutral","positive"
"492","PQ5. I would feel very confident using the notation.","Agree","positive"
"493","PQ5. I would feel very confident using the notation.","Agree","positive"
"494","PQ5. I would feel very confident using the notation.","Disagree","positive"
"495","PQ5. I would feel very confident using the notation.","Neutral","positive"
"496","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"497","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"498","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"499","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"500","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"501","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"502","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"503","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"504","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"505","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"506","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"507","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"508","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"509","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"510","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"511","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"512","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"513","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"514","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"515","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"516","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"517","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"518","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"519","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"520","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"521","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"522","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"523","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"524","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"525","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"526","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"527","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"528","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"529","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"530","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Agree","negative"
"531","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"532","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"533","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"534","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"535","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"536","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"537","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"538","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"539","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"540","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"541","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"542","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"543","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"544","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"545","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"546","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"547","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"548","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"549","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"550","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
